id,Lat,Lng,Kingdom,Phylum,Class,Order,Family,Name,Year,Habitat
3233,22.26575,114.2683,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3234,22.26575,114.2683,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3235,22.2845,114.0924,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3236,22.2845,114.0924,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3237,22.28847,114.2329,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3238,22.29572,114.1904,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3239,22.29572,114.1904,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3240,22.29758,114.1386,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3241,22.29759,114.1389,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3242,22.29759,114.1389,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3243,22.31664,114.0883,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1997,Coastal water
3244,22.31665,114.0886,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3245,22.31665,114.0886,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3246,22.34053,114.2883,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3247,22.34053,114.2884,Chromista,Myzozoa,Peridinea,Gymnodiniida,?Gymnodiniaceae,Akashiwo sanguinea,1997,Coastal water
3248,22.34053,114.2884,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3249,22.34519,114.0212,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3250,22.34519,114.0212,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3251,22.34519,114.0211,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3252,22.35128,113.9441,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3253,22.35128,113.9441,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3254,22.37019,114.2783,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3255,22.3702,114.2784,Chromista,Myzozoa,Peridinea,Gymnodiniida,?Gymnodiniaceae,Akashiwo sanguinea,1997,Coastal water
3256,22.3702,114.2784,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3257,22.42886,113.8973,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3258,22.42886,113.8973,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3259,22.42886,113.8973,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium spp.,1997,Coastal water
3260,22.43123,114.2179,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3261,22.43123,114.2179,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3262,22.44409,114.2416,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3263,22.44409,114.2416,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3264,22.44411,114.4355,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3265,22.44878,114.2008,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3266,22.44878,114.2008,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3267,22.44878,114.2008,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3268,22.47567,114.3032,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3269,22.47567,114.3032,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3270,22.47603,113.9658,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3271,22.47604,113.9659,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3272,22.47604,113.9659,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1997,Coastal water
3273,22.47604,113.9659,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium spp.,1997,Coastal water
3274,22.50719,114.3526,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3275,22.50719,114.3525,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1997,Coastal water
3276,22.54411,114.264,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3277,22.54411,114.264,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium tamarense,1997,Coastal water
3278,22.54411,114.2514,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1997,Coastal water
3279,22.5534,114.3586,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1997,Coastal water
3280,22.16368,114.2188,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3281,22.16373,113.9636,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3282,22.16373,113.9636,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3283,22.18431,114.0764,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1998,Coastal water
3284,22.18431,114.0764,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3285,22.18431,114.0764,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3286,22.23274,114.1421,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3287,22.26575,114.2683,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3288,22.26575,114.2683,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3289,22.2845,114.0924,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3290,22.2845,114.0924,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3291,22.28847,114.2329,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3292,22.29572,114.1904,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3293,22.29572,114.1904,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3294,22.29758,114.1386,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3295,22.29759,114.1389,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3296,22.29759,114.1389,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3297,22.31664,114.0883,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1998,Coastal water
3298,22.31665,114.0886,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3299,22.31665,114.0886,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3300,22.34053,114.2883,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3301,22.34053,114.2884,Chromista,Myzozoa,Peridinea,Gymnodiniida,?Gymnodiniaceae,Akashiwo sanguinea,1998,Coastal water
3302,22.34053,114.2884,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3303,22.34519,114.0212,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3304,22.34519,114.0212,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3305,22.34519,114.0211,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3306,22.35128,113.9441,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3307,22.35128,113.9441,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3308,22.37019,114.2783,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3309,22.3702,114.2784,Chromista,Myzozoa,Peridinea,Gymnodiniida,?Gymnodiniaceae,Akashiwo sanguinea,1998,Coastal water
3310,22.3702,114.2784,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3311,22.42886,113.8973,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3312,22.42886,113.8973,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3313,22.42886,113.8973,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium spp.,1998,Coastal water
3314,22.43123,114.2179,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3315,22.43123,114.2179,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3316,22.44409,114.2416,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3317,22.44409,114.2416,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3318,22.44411,114.4355,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3319,22.44878,114.2008,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3320,22.44878,114.2008,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3321,22.44878,114.2008,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3322,22.47567,114.3032,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3323,22.47567,114.3032,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3324,22.47603,113.9658,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3325,22.47604,113.9659,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3326,22.47604,113.9659,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1998,Coastal water
3327,22.47604,113.9659,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium spp.,1998,Coastal water
3328,22.50719,114.3526,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3329,22.50719,114.3525,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1998,Coastal water
3330,22.54411,114.264,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3331,22.54411,114.264,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium tamarense,1998,Coastal water
3332,22.54411,114.2514,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1998,Coastal water
3333,22.5534,114.3586,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1998,Coastal water
3334,22.20352,114.2507,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira minima,1999,Coastal water
3335,22.20673,114.2569,Chromista,Ochrophyta,Bacillariophyceae,Rhaponeidales,Rhaphoneidaceae,Neodelphineis pelagica,1999,Coastal water
3336,22.20673,114.2569,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3337,22.20673,114.2569,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira minima,1999,Coastal water
3338,22.20683,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Rhaponeidales,Rhaphoneidaceae,Neodelphineis pelagica,1999,Coastal water
3339,22.20683,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3340,22.20683,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira minima,1999,Coastal water
3341,22.20683,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira profunda,1999,Coastal water
3342,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Cymatosirales,Cymatosiraceae,Arcocellulus cornucervis,1999,Coastal water
3343,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros sp.,1999,Coastal water
3344,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3345,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira allenii,1999,Coastal water
3346,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira binata,1999,Coastal water
3347,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira mala,1999,Coastal water
3348,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira minima,1999,Coastal water
3349,22.20719,114.261,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira profunda,1999,Coastal water
3350,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella atomus,1999,Coastal water
3351,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella striata,1999,Coastal water
3352,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Fragilaria sp.,1999,Coastal water
3353,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula climacospheniae,1999,Coastal water
3354,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia bicapitata,1999,Coastal water
3355,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia constricta,1999,Coastal water
3356,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia fonticola,1999,Coastal water
3357,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia sp.,1999,Coastal water
3358,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia sp.,1999,Coastal water
3359,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Psammodictyon?panduriforme,1999,Coastal water
3360,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3361,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema nitzschioides,1999,Coastal water
3362,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira allenii,1999,Coastal water
3363,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira angustelineata,1999,Coastal water
3364,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira eccentrica,1999,Coastal water
3365,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira sp.,1999,Coastal water
3366,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira subtilis,1999,Coastal water
3367,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira tealata,1999,Coastal water
3368,22.20742,114.2597,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira tenera,1999,Coastal water
3369,22.22541,114.2265,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula sp.,1999,Coastal water
3370,22.22541,114.2265,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira binata,1999,Coastal water
3371,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Cymatosirales,Cymatosiraceae,Arcocellulus cornucervis,1999,Coastal water
3372,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella atomus,1999,Coastal water
3373,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus trioculatus,1999,Coastal water
3374,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula sp.,1999,Coastal water
3375,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Rhaponeidales,Rhaphoneidaceae,Neodelphineis pelagica,1999,Coastal water
3376,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3377,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira binata,1999,Coastal water
3378,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira mala,1999,Coastal water
3379,22.22832,114.1805,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira sp.,1999,Coastal water
3380,22.23738,114.1393,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3381,22.24239,114.2692,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira minima,1999,Coastal water
3382,22.24239,114.2692,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira tenera,1999,Coastal water
3383,22.26229,114.2638,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus trioculatus,1999,Coastal water
3384,22.26229,114.2638,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3385,22.28004,114.1116,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema costatum,1999,Coastal water
3386,22.28261,114.2469,Chromista,Ochrophyta,Bacillariophyceae,Cymatosirales,Cymatosiraceae,Arcocellulus cornucervis,1999,Coastal water
3387,22.28261,114.2469,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira tenera,1999,Coastal water
3388,22.29706,114.1484,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella cryptica,1999,Coastal water
3389,22.29706,114.1484,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira binata,1999,Coastal water
3390,22.30231,114.2076,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella atomus,1999,Coastal water
3391,22.30231,114.2076,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia constricta,1999,Coastal water
3392,22.30231,114.2076,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira profunda,1999,Coastal water
3393,22.20611,114.2511,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastiscus marmoratus,1999,Coastal water
3394,22.16368,114.2188,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3395,22.16373,113.9636,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3396,22.16373,113.9636,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3397,22.18431,114.0764,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1999,Coastal water
3398,22.18431,114.0764,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1999,Coastal water
3399,22.18431,114.0764,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3400,22.23274,114.1421,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3401,22.26575,114.2683,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3402,22.26575,114.2683,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3403,22.2845,114.0924,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3404,22.2845,114.0924,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3405,22.28847,114.2329,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3406,22.29572,114.1904,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3407,22.29572,114.1904,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3408,22.29758,114.1386,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1999,Coastal water
3409,22.29759,114.1389,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3410,22.29759,114.1389,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3411,22.31664,114.0883,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Alexandrium catenella,1999,Coastal water
3412,22.31665,114.0886,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3413,22.31665,114.0886,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3414,22.34053,114.2883,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1999,Coastal water
3415,22.34053,114.2884,Chromista,Myzozoa,Peridinea,Gymnodiniida,?Gymnodiniaceae,Akashiwo sanguinea,1999,Coastal water
3416,22.34053,114.2884,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3417,22.34519,114.0212,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3418,22.34519,114.0212,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3419,22.34519,114.0211,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1999,Coastal water
3420,22.35128,113.9441,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3421,22.35128,113.9441,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
3422,22.37019,114.2783,Chromista,Ochrophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula salinarum,1999,Coastal water
3423,22.3702,114.2784,Chromista,Myzozoa,Peridinea,Gymnodiniida,?Gymnodiniaceae,Akashiwo sanguinea,1999,Coastal water
3424,22.3702,114.2784,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3425,22.42886,113.8973,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,Alexandrium spp.,1999,Coastal water
3426,22.42886,113.8973,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Ceratoneis closterium,1999,Coastal water
